"","n_comp","freq","threshold","sd","subj"
"1199",5,"6100",13,0,"x53"
"1200",3,"6100",-2.875,2.89665756,"x53"
"1201",3,"300",-4.5,1.60078106,"x53"
"1202",15,"6100",13,0,"x53"
"1203",1,"6100",-0.875,3.68485074,"x53"
"1204",5,"300",13,0,"x53"
"1205",1,"300",-9.125,0.80039053,"x53"
"1206",9,"300",-8.75,2.39791576,"x53"
"1207",15,"300",5.375,1.66301684,"x53"
"1208",5,"300",-2.625,2.30827316,"x53"
"1209",9,"300",-8.625,1.25623445,"x53"
"1210",1,"300",-11.75,0.55901699,"x53"
"1211",3,"300",-9,0.93541435,"x53"
"1212",1,"6100",-3.625,2.11024288,"x53"
"1213",15,"300",-4,2.20794022,"x53"
"1214",9,"6100",13,0,"x53"
"1215",3,"6100",-1.125,1.17924764,"x53"
"1216",5,"6100",1.125,1.17924764,"x53"
"1217",15,"6100",13,0,"x53"
"1218",1,"6100",7.5,0.8291562,"x53"
"1219",9,"6100",13,0,"x53"
"1220",15,"300",2.25,2.47487373,"x53"
"1221",3,"6100",6.45833333,3.44727147,"x53"
"1222",15,"6100",13,0,"x53"
"1223",1,"300",-9,0.55901699,"x53"
"1224",5,"6100",13,0,"x53"
"1225",5,"300",-2.375,0.80039053,"x53"
"1226",9,"300",-8.5,1.78535711,"x53"
"1227",3,"300",-4.75,1.29903811,"x53"
"1228",1,"6100",-2.625,1.09687055,"x53"
"1229",9,"300",-9.375,2.00390244,"x53"
"1230",15,"6100",13,0,"x53"
"1231",15,"300",2.625,3.85883726,"x53"
"1232",3,"300",-4.5,1.19895788,"x53"
"1233",5,"6100",0.5,1.98431348,"x53"
"1234",9,"6100",6.875,3.2040014,"x53"
"1235",3,"6100",2,1.29903811,"x53"
"1236",5,"300",-3.75,2.10653744,"x53"
"1237",1,"300",-11.875,1.125,"x53"
"1238",1,"6100",-4,1.29903811,"x53"
"1239",3,"300",-3.125,0.80039053,"x53"
"1240",1,"300",-14.375,1.80710404,"x53"
"1241",15,"300",1.5,2.06155281,"x53"
"1242",5,"300",-9.25,2.52487623,"x53"
"1243",5,"6100",-1.25,0.55901699,"x53"
"1244",3,"6100",-5.5,1.22474487,"x53"
"1245",9,"300",-4.375,2.15421099,"x53"
"1246",15,"6100",13,0,"x53"
"1247",9,"6100",13,0,"x53"
"1248",3,"6100",3.75,1.11803399,"x53"
"1249",15,"300",-1.875,0.80039053,"x53"
"1250",9,"6100",13,0,"x53"
"1251",5,"6100",13,0,"x53"
"1252",1,"300",-6.625,1.875,"x53"
"1253",5,"300",-6.5,1.87082869,"x53"
"1254",9,"300",-7.125,2.64870251,"x53"
"1255",15,"6100",13,0,"x53"
"1256",1,"6100",3.125,1.48429276,"x53"
"1257",3,"300",-3.875,0.80039053,"x53"
"1258",5,"6100",9.54166667,0.48769583,"x53"
"1259",3,"300",-0.75,2.27760839,"x53"
"1260",1,"6100",-2.25,2.31840462,"x53"
"1261",1,"300",-5.875,0.9437293,"x53"
"1262",15,"6100",13,0,"x53"
"1263",9,"6100",13,0,"x53"
"1264",9,"300",-7.5,0.93541435,"x53"
"1265",3,"6100",8.66666667,1.25554326,"x53"
"1266",15,"300",-4.625,1.03832798,"x53"
"1267",5,"300",-7.125,0.5153882,"x53"
"1268",9,"6100",13,0,"x53"
"1269",9,"300",-10.5,1.76776695,"x53"
"1270",15,"300",-0.625,2.23955911,"x53"
"1271",5,"6100",8.29166667,1.04499468,"x53"
"1272",5,"300",-7,3.15238005,"x53"
"1273",3,"6100",5.25,0.55901699,"x53"
"1274",1,"300",-11.25,1.71391365,"x53"
"1275",3,"300",0.625,0.80039053,"x53"
"1276",15,"6100",2.45833333,3.60386559,"x53"
"1277",1,"6100",-9.125,1.17924764,"x53"
"1278",9,"6100",13,0,"x53"
"1279",9,"300",-11.75,1.6583124,"x53"
"1280",5,"6100",3,2.06155281,"x53"
"1281",15,"6100",13,0,"x53"
"1282",15,"300",0,1.96850197,"x53"
"1283",1,"300",-8.375,2.34853678,"x53"
"1284",3,"300",-5.25,0.93541435,"x53"
"1285",1,"6100",-6.625,0.71807033,"x53"
"1286",3,"6100",-3.5,2.31840462,"x53"
"1287",5,"300",-3.375,1.25623445,"x53"
"1288",3,"6100",-1.25,1.27475488,"x53"
"1289",5,"300",-1.5,2.23606798,"x53"
"1290",15,"300",-0.625,1.48429276,"x53"
"1291",15,"6100",13,0,"x53"
"1292",3,"300",-7.625,1.46308749,"x54"
"1293",5,"6100",-0.625,0.71807033,"x54"
"1294",9,"300",-4.625,4.92601512,"x54"
"1295",15,"300",-5.25,1.03077641,"x54"
"1296",1,"6100",-0.25,1.62018517,"x54"
"1297",9,"6100",13,0,"x54"
"1298",3,"6100",2.75,1.5612495,"x54"
"1299",1,"300",-8.625,1.25623445,"x54"
"1300",5,"300",1.75,2.01556444,"x54"
"1301",15,"6100",4.625,3.31897951,"x54"
"1302",15,"6100",-6,1.03077641,"x54"
"1303",9,"300",-3.125,1.32876823,"x54"
"1304",5,"300",-2.375,1.00778222,"x54"
"1305",3,"6100",-7.375,2.69548233,"x54"
"1306",15,"300",-5.375,3.76040224,"x54"
"1307",1,"6100",-2.25,1.47901995,"x54"
"1308",5,"6100",8.125,1.32876823,"x54"
"1309",9,"6100",-2,2.89395923,"x54"
"1310",3,"300",0.875,1.41972709,"x54"
"1311",1,"300",-3.125,1.80710404,"x54"
"1312",5,"6100",1.625,2.28103595,"x54"
"1313",9,"6100",6.625,0.80039053,"x54"
"1314",3,"6100",1.25,1.36930639,"x54"
"1315",15,"6100",13,0,"x54"
"1316",5,"300",7.54166667,1.33398422,"x54"
"1317",15,"300",-2.625,1.58607219,"x54"
"1318",1,"6100",-7.5,0.70710678,"x54"
"1319",3,"300",-4.5,1.03077641,"x54"
"1320",1,"300",-6.75,0.8291562,"x54"
"1321",9,"300",-2.75,2.15058132,"x54"
"1322",3,"300",-1.125,1.70018381,"x54"
"1323",1,"300",-0.25,0.96824584,"x54"
"1324",1,"6100",-6.75,0.8291562,"x54"
"1325",5,"300",1.75,1.73205081,"x54"
"1326",15,"300",-3.375,6.08404676,"x54"
"1327",9,"6100",-2,3.34477204,"x54"
"1328",15,"6100",9.04166667,1.50980591,"x54"
"1329",9,"300",6.5,1.22474487,"x54"
"1330",3,"6100",3.75,1.27475488,"x54"
"1331",5,"6100",7.5,0.55901699,"x54"
"1332",5,"300",-9.75,1.82002747,"x54"
"1333",3,"6100",-1,2.93683503,"x54"
"1334",9,"300",-1.875,2.34853678,"x54"
"1335",5,"6100",-4.125,1.80710404,"x54"
"1336",1,"300",-9.125,2.34853678,"x54"
"1337",15,"6100",13,0,"x54"
"1338",1,"6100",-7.375,1.28086885,"x54"
