"","n_comp","freq","threshold","sd","subj","task"
"2223",15,"Low",0,0.55901699,"x51","Task"
"2224",15,"High",13,0,"x51","Task"
"2225",5,"High",7.45833333,1.59044456,"x51","Task"
"2226",9,"High",13,0,"x51","Task"
"2227",9,"Low",-3.5,1.11803399,"x51","Task"
"2228",3,"Low",3.125,0.375,"x51","Task"
"2229",3,"High",2.125,1.32876823,"x51","Task"
"2230",15,"Low",-2.25,1.82002747,"x51","Task"
"2231",3,"Low",-0.75,0.93541435,"x51","Task"
"2232",9,"Low",7.5,1.76776695,"x51","Task"
"2233",5,"Low",6.5,0.93541435,"x51","Task"
"2234",9,"High",13,0,"x51","Task"
"2235",15,"High",13,0,"x51","Task"
"2236",5,"High",13,0,"x51","Task"
"2237",3,"High",0.375,5.99087848,"x51","Task"
"2238",9,"High",13,0,"x51","Task"
"2239",5,"Low",4.25,0.96824584,"x51","Task"
"2240",3,"High",13,0,"x51","Task"
"2241",15,"High",13,0,"x51","Task"
"2242",9,"Low",2.875,1.17924764,"x51","Task"
"2243",5,"High",13,0,"x51","Task"
"2244",15,"Low",4.375,0.80039053,"x51","Task"
"2245",3,"Low",3.5,1.06066017,"x51","Task"
"2246",9,"Low",0.25,0.8291562,"x51","Task"
"2247",15,"Low",0.5,0.96824584,"x51","Task"
"2248",15,"High",13,0,"x51","Task"
"2249",3,"High",13,0,"x51","Task"
"2250",5,"High",13,0,"x51","Task"
"2251",3,"Low",7.875,2.05015243,"x51","Task"
"2252",9,"High",13,0,"x51","Task"
"2253",5,"Low",3.125,1.125,"x51","Task"
"2254",3,"High",9.625,0.375,"x51","Task"
"2255",9,"High",13,0,"x51","Task"
"2256",9,"Low",0.375,1.00778222,"x51","Task"
"2257",3,"Low",2.125,0.80039053,"x51","Task"
"2258",5,"High",13,0,"x51","Task"
"2259",15,"High",13,0,"x51","Task"
"2260",5,"Low",-3,1.41421356,"x51","Task"
"2261",15,"Low",0.25,0.70710678,"x51","Task"
"2262",9,"High",13,0,"x51","Task"
"2263",15,"High",13,0,"x51","Task"
"2264",9,"Low",0.125,0.71807033,"x51","Task"
"2265",5,"Low",2.5,1.03077641,"x51","Task"
"2266",15,"Low",-0.875,0.80039053,"x51","Task"
"2267",3,"High",13,0,"x51","Task"
"2268",5,"High",13,0,"x51","Task"
"2269",3,"Low",0.875,1.28086885,"x51","Task"
"2270",5,"Low",0.125,1.28086885,"x51","Task"
"2271",3,"High",8.79166667,2.05860322,"x51","Task"
"2272",9,"High",8.875,1.125,"x51","Task"
"2273",15,"High",13,0,"x51","Task"
"2274",3,"Low",1.125,0.5153882,"x51","Task"
"2275",5,"High",13,0,"x51","Task"
"2276",15,"Low",1.25,0.96824584,"x51","Task"
"2277",9,"Low",-2.375,1.80710404,"x51","Task"
"2278",9,"High",13,0,"x51","Task"
"2279",3,"High",2.95833333,5.22297941,"x51","Task"
"2280",5,"Low",-0.5,1.92028644,"x51","Task"
"2281",5,"High",13,0,"x51","Task"
"2282",15,"Low",0.25,0.8291562,"x51","Task"
"2283",15,"High",13,0,"x51","Task"
"2284",9,"Low",-1.75,0.96824584,"x51","Task"
"2285",3,"Low",2.875,0.80039053,"x51","Task"
"2286",5,"High",13,0,"x51","Task"
"2287",9,"High",13,0,"x51","Task"
"2288",3,"Low",5.125,1.70018381,"x51","Task"
"2289",9,"Low",-0.75,1.82002747,"x51","Task"
"2290",5,"Low",0.75,2.35849528,"x51","Task"
"2291",15,"High",-0.75,1.82002747,"x51","Task"
"2292",3,"High",13,0,"x51","Task"
"2293",15,"Low",1.125,0.6731456,"x51","Task"
"2294",5,"Low",6.375,0.91001374,"x52","Task"
"2295",9,"High",13,0,"x52","Task"
"2296",3,"Low",1.625,1.66301684,"x52","Task"
"2297",15,"Low",13,0,"x52","Task"
"2298",3,"High",13,0,"x52","Task"
"2299",9,"Low",-6.125,2.00390244,"x52","Task"
"2300",15,"High",5.875,5.14933248,"x52","Task"
"2301",5,"High",13,0,"x52","Task"
"2302",15,"Low",-4.375,0.9437293,"x52","Task"
"2303",5,"Low",-0.875,0.375,"x52","Task"
"2304",9,"Low",-3.25,1.78535711,"x52","Task"
"2305",3,"Low",0.375,1.17924764,"x52","Task"
"2306",15,"High",13,0,"x52","Task"
"2307",5,"High",13,0,"x52","Task"
"2308",9,"High",13,0,"x52","Task"
"2309",3,"High",13,0,"x52","Task"
"2310",9,"High",13,0,"x52","Task"
"2311",9,"Low",-4.5,2.1937411,"x52","Task"
"2312",15,"High",13,0,"x52","Task"
"2313",5,"Low",0.625,1.17924764,"x52","Task"
"2314",15,"Low",-1.375,1.03832798,"x52","Task"
"2315",3,"Low",1.875,0.80039053,"x52","Task"
"2316",5,"High",13,0,"x52","Task"
"2317",3,"High",13,0,"x52","Task"
"2318",15,"Low",-1.875,1.17924764,"x52","Task"
"2319",5,"High",13,0,"x52","Task"
"2320",9,"High",7.625,0.5153882,"x52","Task"
"2321",3,"High",13,0,"x52","Task"
"2322",15,"High",13,0,"x52","Task"
"2323",5,"Low",-8,1.27475488,"x52","Task"
"2324",9,"Low",-5.875,2.23955911,"x52","Task"
"2325",3,"Low",-0.125,3.22344924,"x52","Task"
"2326",5,"Low",-8.375,0.80039053,"x52","Task"
"2327",3,"Low",-2.5,3.40954542,"x52","Task"
"2328",5,"High",13,0,"x52","Task"
"2329",3,"High",13,0,"x52","Task"
"2330",15,"High",13,0,"x52","Task"
"2331",15,"Low",0.25,2.01556444,"x52","Task"
"2332",9,"Low",-7.375,0.9437293,"x52","Task"
"2333",9,"High",13,0,"x52","Task"
"2334",3,"High",13,0,"x52","Task"
"2335",5,"High",13,0,"x52","Task"
"2336",9,"High",13,0,"x52","Task"
"2337",3,"Low",-3.375,1.00778222,"x52","Task"
"2338",15,"High",13,0,"x52","Task"
"2339",15,"Low",-1.5,0.93541435,"x52","Task"
"2340",5,"Low",-3,1.6583124,"x52","Task"
"2341",9,"Low",-7.875,1.46308749,"x52","Task"
"2342",5,"Low",-7.875,0.5153882,"x52","Task"
"2343",3,"High",13,0,"x52","Task"
"2344",15,"Low",-1.5,0.8291562,"x52","Task"
"2345",3,"Low",-2.125,1.03832798,"x52","Task"
"2346",15,"High",13,0,"x52","Task"
"2347",9,"High",13,0,"x52","Task"
"2348",9,"Low",-8.375,1.32876823,"x52","Task"
"2349",5,"High",13,0,"x52","Task"
"2350",9,"High",13,0,"x52","Task"
"2351",5,"Low",-9.25,1.36930639,"x52","Task"
"2352",15,"High",13,0,"x52","Task"
"2353",9,"Low",-8.875,0.375,"x52","Task"
"2354",5,"High",13,0,"x52","Task"
"2355",3,"Low",1.625,1.28086885,"x52","Task"
"2356",3,"High",13,0,"x52","Task"
"2357",15,"Low",-0.5,1.5411035,"x52","Task"
"2358",3,"Low",-2.875,1.48429276,"x52","Task"
"2359",5,"Low",-4.375,0.83852549,"x52","Task"
"2360",3,"High",13,0,"x52","Task"
"2361",5,"High",13,0,"x52","Task"
"2362",9,"High",13,0,"x52","Task"
"2363",9,"Low",-8.25,0.8291562,"x52","Task"
"2364",15,"Low",-7.375,1.28086885,"x52","Task"
"2365",15,"High",13,0,"x52","Task"
"2366",3,"Low",-5,0.93541435,"x52","Task"
"2367",9,"High",13,0,"x52","Task"
"2368",9,"Low",-6.625,0.9437293,"x52","Task"
"2369",5,"Low",-7,0.61237244,"x52","Task"
"2370",5,"High",13,0,"x52","Task"
"2371",15,"Low",-2.75,0.55901699,"x52","Task"
"2372",15,"High",13,0,"x52","Task"
"2373",3,"High",13,0,"x52","Task"
"2374",15,"High",13,0,"x52","Task"
"2375",3,"Low",-0.375,1.58607219,"x52","Task"
"2376",15,"Low",-2.625,1.58607219,"x52","Task"
"2377",5,"Low",-7.125,1.58607219,"x52","Task"
"2378",9,"Low",13,0,"x52","Task"
"2379",5,"High",13,0,"x52","Task"
"2380",9,"High",13,0,"x52","Task"
"2381",3,"High",13,0,"x52","Task"
"2382",3,"High",7.875,1.46308749,"x52","Task"
"2383",9,"High",13,0,"x52","Task"
"2384",9,"Low",-4.25,2.62202212,"x52","Task"
"2385",15,"Low",13,0,"x52","Task"
"2386",15,"High",6.70833333,1.74054988,"x52","Task"
"2387",5,"Low",-5.875,0.83852549,"x52","Task"
"2388",5,"High",13,0,"x52","Task"
"2389",3,"Low",-4.5,1.47901995,"x52","Task"
"2390",15,"Low",8.875,0.5153882,"x53","Task"
"2391",5,"High",13,0,"x53","Task"
"2392",3,"High",13,0,"x53","Task"
"2393",9,"High",13,0,"x53","Task"
"2394",15,"High",8.375,0.9437293,"x53","Task"
"2395",5,"Low",-4.375,1.60565407,"x53","Task"
"2396",3,"Low",6.5,2.66926956,"x53","Task"
"2397",9,"Low",-3,0.8291562,"x53","Task"
"2398",15,"High",13,0,"x53","Task"
"2399",9,"High",13,0,"x53","Task"
"2400",9,"Low",-3,0.8291562,"x53","Task"
"2401",3,"Low",8.375,1.00778222,"x53","Task"
"2402",3,"High",13,0,"x53","Task"
"2403",5,"High",13,0,"x53","Task"
"2404",15,"Low",3.125,3.10493559,"x53","Task"
"2405",5,"Low",-2.125,0.71807033,"x53","Task"
"2406",9,"High",13,0,"x53","Task"
"2407",5,"Low",-3.5,0.55901699,"x53","Task"
"2408",9,"Low",-3.25,1.22474487,"x53","Task"
"2409",15,"High",13,0,"x53","Task"
"2410",3,"High",2,6.70820393,"x53","Task"
"2411",15,"Low",-0.125,1.17924764,"x53","Task"
"2412",3,"Low",0,1.27475488,"x53","Task"
"2413",5,"High",1.25,1.5612495,"x53","Task"
"2414",5,"Low",-5.375,1.00778222,"x53","Task"
"2415",9,"High",13,0,"x53","Task"
"2416",9,"Low",-6,0.8291562,"x53","Task"
"2417",15,"Low",4.375,1.90804219,"x53","Task"
"2418",3,"Low",2.875,2.34853678,"x53","Task"
"2419",3,"High",13,0,"x53","Task"
"2420",5,"High",13,0,"x53","Task"
"2421",15,"High",13,0,"x53","Task"
"2422",9,"Low",-5.125,2.15421099,"x53","Task"
"2423",3,"Low",1.625,1.60565407,"x53","Task"
"2424",3,"High",13,0,"x53","Task"
"2425",15,"High",13,0,"x53","Task"
"2426",5,"High",6.875,2.96067982,"x53","Task"
"2427",15,"Low",-0.375,0.5153882,"x53","Task"
"2428",5,"Low",-6.5,1.3462912,"x53","Task"
"2429",9,"High",13,0,"x53","Task"
"2430",9,"Low",-5.125,1.66301684,"x53","Task"
"2431",5,"High",13,0,"x53","Task"
"2432",3,"Low",1.33333333,6.07019128,"x53","Task"
"2433",9,"High",13,0,"x53","Task"
"2434",5,"Low",8.25,0.93541435,"x53","Task"
"2435",3,"High",-3.875,3.55536566,"x53","Task"
"2436",15,"High",13,0,"x53","Task"
"2437",15,"Low",5.58333333,2.46503324,"x53","Task"
"2438",9,"Low",-9.625,1.97246673,"x53","Task"
"2439",3,"Low",8.625,1.32876823,"x53","Task"
"2440",9,"High",13,0,"x53","Task"
"2441",15,"Low",-2.75,3.28823661,"x53","Task"
"2442",5,"Low",-3.125,1.32876823,"x53","Task"
"2443",5,"High",13,0,"x53","Task"
"2444",3,"High",13,0,"x53","Task"
"2445",15,"High",13,0,"x53","Task"
"2446",15,"Low",-2.25,0.55901699,"x53","Task"
"2447",5,"Low",-7.125,1.00778222,"x53","Task"
"2448",3,"High",13,0,"x53","Task"
"2449",9,"Low",-8.875,5.22763092,"x53","Task"
"2450",15,"High",13,0,"x53","Task"
"2451",9,"High",13,0,"x53","Task"
"2452",5,"High",13,0,"x53","Task"
"2453",3,"Low",-3.375,1.46308749,"x53","Task"
"2454",5,"High",13,0,"x53","Task"
"2455",9,"High",13,0,"x53","Task"
"2456",15,"Low",-2.125,1.125,"x53","Task"
"2457",15,"High",13,0,"x53","Task"
"2458",9,"Low",-8.875,1.97246673,"x53","Task"
"2459",3,"Low",5,0.61237244,"x53","Task"
"2460",3,"High",1.375,2.50312305,"x53","Task"
"2461",5,"Low",-0.375,0.80039053,"x53","Task"
"2462",3,"High",13,0,"x53","Task"
"2463",9,"High",13,0,"x53","Task"
"2464",9,"Low",-5.875,0.71807033,"x53","Task"
"2465",15,"High",13,0,"x53","Task"
"2466",15,"Low",-0.625,0.71807033,"x53","Task"
"2467",3,"Low",3.25,0.93541435,"x53","Task"
"2468",5,"Low",-1,2.80624304,"x53","Task"
"2469",5,"High",13,0,"x53","Task"
"2470",5,"High",13,0,"x53","Task"
"2471",9,"Low",-10,0.61237244,"x53","Task"
"2472",15,"High",13,0,"x53","Task"
"2473",9,"High",13,0,"x53","Task"
"2474",3,"Low",13,0,"x53","Task"
"2475",15,"Low",-2.75,1.47901995,"x53","Task"
"2476",5,"Low",-3,3.48209707,"x53","Task"
"2477",3,"High",13,0,"x53","Task"
"2478",3,"Low",-0.125,1.32876823,"x53","Task"
"2479",9,"High",13,0,"x53","Task"
"2480",15,"High",13,0,"x53","Task"
"2481",5,"High",6.875,3.59035165,"x53","Task"
"2482",15,"Low",1.75,2.10653744,"x53","Task"
"2483",3,"High",13,0,"x53","Task"
"2484",9,"Low",-9,1.11803399,"x53","Task"
"2485",5,"Low",6.66666667,2.14896616,"x53","Task"
"2486",5,"Low",0.5,2.52487623,"x54","Task"
"2487",9,"Low",-6,3.1124749,"x54","Task"
"2488",15,"Low",-7.375,0.71807033,"x54","Task"
"2489",5,"High",13,0,"x54","Task"
"2490",15,"High",13,0,"x54","Task"
"2491",3,"Low",-2.875,0.375,"x54","Task"
"2492",9,"High",13,0,"x54","Task"
"2493",3,"High",13,0,"x54","Task"
"2494",9,"High",13,0,"x54","Task"
"2495",15,"High",13,0,"x54","Task"
"2496",5,"High",13,0,"x54","Task"
"2497",15,"Low",-9,1.47901995,"x54","Task"
"2498",3,"High",13,0,"x54","Task"
"2499",9,"Low",-12.25,1.93649167,"x54","Task"
"2500",3,"Low",-2.375,1.39754249,"x54","Task"
"2501",5,"Low",-2.625,0.80039053,"x54","Task"
"2502",3,"High",13,0,"x54","Task"
"2503",15,"High",-0.125,2.98171511,"x54","Task"
"2504",9,"High",13,0,"x54","Task"
"2505",5,"Low",-9.25,0.61237244,"x54","Task"
"2506",3,"Low",-1.625,4.36069089,"x54","Task"
"2507",9,"Low",-12.125,0.80039053,"x54","Task"
"2508",15,"Low",-10.125,2.50312305,"x54","Task"
"2509",5,"High",13,0,"x54","Task"
"2510",15,"Low",-3.75,3.31662479,"x54","Task"
"2511",9,"High",9.29166667,0.97271813,"x54","Task"
"2512",9,"Low",-6.25,1.83711731,"x54","Task"
"2513",5,"Low",-1.375,1.41972709,"x54","Task"
"2514",5,"High",13,0,"x54","Task"
"2515",3,"High",13,0,"x54","Task"
"2516",3,"Low",-0.25,1.93649167,"x54","Task"
"2517",15,"High",13,0,"x54","Task"
"2518",15,"Low",-7.375,0.71807033,"x54","Task"
"2519",9,"Low",-13.5,1.19895788,"x54","Task"
"2520",5,"High",13,0,"x54","Task"
"2521",3,"High",-2.625,4.27383025,"x54","Task"
"2522",9,"High",13,0,"x54","Task"
"2523",3,"Low",-4.75,1.88745861,"x54","Task"
"2524",5,"Low",-4.875,0.80039053,"x54","Task"
"2525",15,"High",13,0,"x54","Task"
"2526",5,"Low",-7.75,1.29903811,"x54","Task"
"2527",3,"High",13,0,"x54","Task"
"2528",5,"High",13,0,"x54","Task"
"2529",15,"High",13,0,"x54","Task"
"2530",15,"Low",-7.75,0.61237244,"x54","Task"
"2531",9,"Low",-17,1.3462912,"x54","Task"
"2532",9,"High",13,0,"x54","Task"
"2533",3,"Low",-4.25,3.28823661,"x54","Task"
"2534",5,"Low",-13.75,2.44948974,"x54","Task"
"2535",9,"High",13,0,"x54","Task"
"2536",15,"High",6.75,3.84057287,"x54","Task"
"2537",15,"Low",-8.5,1.22474487,"x54","Task"
"2538",3,"High",13,0,"x54","Task"
"2539",5,"High",13,0,"x54","Task"
"2540",9,"Low",-8.125,0.71807033,"x54","Task"
"2541",3,"Low",-8.5,1.22474487,"x54","Task"
"2542",5,"High",13,0,"x54","Task"
"2543",3,"High",13,0,"x54","Task"
"2544",9,"High",8.375,1.54616461,"x54","Task"
"2545",15,"Low",-9.75,0.55901699,"x54","Task"
"2546",15,"High",13,0,"x54","Task"
"2547",3,"Low",-8.125,2.15421099,"x54","Task"
"2548",9,"Low",-16.75,0.96824584,"x54","Task"
"2549",5,"Low",-12,0.55901699,"x54","Task"
"2550",3,"Low",-9.625,1.66301684,"x54","Task"
"2551",15,"High",-0.79166667,6.28725011,"x54","Task"
"2552",3,"High",13,0,"x54","Task"
"2553",5,"Low",-9.125,2.85317805,"x54","Task"
"2554",15,"Low",-9,0.93541435,"x54","Task"
"2555",9,"High",13,0,"x54","Task"
"2556",9,"Low",-15.5,1.87082869,"x54","Task"
"2557",5,"High",13,0,"x54","Task"
"2558",15,"High",13,0,"x54","Task"
"2559",9,"Low",-14.25,0.8291562,"x54","Task"
"2560",5,"High",-0.75,2.35849528,"x54","Task"
"2561",3,"Low",-12.375,1.00778222,"x54","Task"
"2562",3,"High",13,0,"x54","Task"
"2563",9,"High",13,0,"x54","Task"
"2564",15,"Low",-10.125,0.80039053,"x54","Task"
"2565",5,"Low",-18.375,0.5153882,"x54","Task"
"2566",15,"Low",-10.875,0.80039053,"x54","Task"
"2567",15,"High",13,0,"x54","Task"
"2568",3,"Low",-10.125,2.54030018,"x54","Task"
"2569",9,"High",13,0,"x54","Task"
"2570",5,"High",13,0,"x54","Task"
"2571",3,"High",13,0,"x54","Task"
"2572",5,"Low",-19.625,1.17924764,"x54","Task"
"2573",9,"Low",-15.25,0.75,"x54","Task"
"2574",3,"High",13,0,"x54","Task"
"2575",15,"Low",-8.875,1.125,"x54","Task"
"2576",15,"High",2.20833333,4.24611751,"x54","Task"
"2577",9,"Low",-13.75,0.75,"x54","Task"
"2578",3,"Low",-5.375,2.50312305,"x54","Task"
"2579",9,"High",13,0,"x54","Task"
"2580",5,"Low",-11.625,1.17924764,"x54","Task"
"2581",5,"High",13,0,"x54","Task"
