"","n_comp","freq","threshold","sd","subj","task"
"1702",3,"Low",-8,1.6583124,"x49","Control"
"1703",15,"Low",-5.625,3.39346799,"x49","Control"
"1704",15,"High",6.625,3.65932029,"x49","Control"
"1705",5,"Low",-3.625,2.06533896,"x49","Control"
"1706",9,"High",8.25,1.6583124,"x49","Control"
"1707",3,"High",6.125,1.77218086,"x49","Control"
"1708",5,"High",13,0,"x49","Control"
"1709",1,"Low",-6.875,1.70018381,"x49","Control"
"1710",1,"High",4.625,0.71807033,"x49","Control"
"1711",1,"Low",-13,1.06066017,"x49","Control"
"1712",5,"Low",-7.875,1.58607219,"x49","Control"
"1713",15,"High",13,0,"x49","Control"
"1714",3,"Low",-4.125,1.17924764,"x49","Control"
"1715",1,"High",-5.375,1.32876823,"x49","Control"
"1716",3,"High",4,1.47901995,"x49","Control"
"1717",9,"High",6.625,3.65932029,"x49","Control"
"1718",9,"Low",-8.5,0.75,"x49","Control"
"1719",5,"High",9.125,0.80039053,"x49","Control"
"1720",15,"Low",-2.375,0.5153882,"x49","Control"
"1721",9,"High",13,0,"x49","Control"
"1722",1,"Low",-6.5,0.93541435,"x49","Control"
"1723",5,"Low",-11.5,1.67705098,"x49","Control"
"1724",3,"High",1,1.03077641,"x49","Control"
"1725",15,"Low",-5.875,0.375,"x49","Control"
"1726",1,"High",-5.25,1.71391365,"x49","Control"
"1727",3,"Low",-3.75,0.55901699,"x49","Control"
"1728",9,"Low",-8.875,1.03832798,"x49","Control"
"1729",15,"High",13,0,"x49","Control"
"1730",5,"High",-2.375,2.18303115,"x49","Control"
"1731",15,"High",-2.5,1.93649167,"x50","Control"
"1732",5,"Low",0.25,0.70710678,"x50","Control"
"1733",1,"High",1.25,0.96824584,"x50","Control"
"1734",1,"Low",-16.5,0.55901699,"x50","Control"
"1735",3,"High",-2.375,1.09687055,"x50","Control"
"1736",9,"High",13,0,"x50","Control"
"1737",5,"High",13,0,"x50","Control"
"1738",15,"Low",6.25,1.11803399,"x50","Control"
"1739",3,"Low",-6.625,0.71807033,"x50","Control"
"1740",9,"Low",-0.625,3.26199709,"x50","Control"
"1741",1,"High",1.5,0.93541435,"x50","Control"
"1742",9,"High",13,0,"x50","Control"
"1743",3,"High",3.25,1.03077641,"x50","Control"
"1744",1,"Low",-11.125,1.71846589,"x50","Control"
"1745",15,"High",5.375,2.69548233,"x50","Control"
"1746",9,"Low",5.125,0.80039053,"x50","Control"
"1747",15,"Low",1.875,1.80710404,"x50","Control"
"1748",5,"Low",3.875,0.9437293,"x50","Control"
"1749",3,"Low",-4,0.96824584,"x50","Control"
"1750",5,"High",13,0,"x50","Control"
"1751",15,"High",-2.875,3.08474067,"x50","Control"
"1752",5,"High",13,0,"x50","Control"
"1753",3,"High",13,0,"x50","Control"
"1754",15,"Low",8.625,1.52581945,"x50","Control"
"1755",5,"Low",1.625,0.71807033,"x50","Control"
"1756",9,"Low",-0.125,1.58607219,"x50","Control"
"1757",1,"Low",-4.375,1.125,"x50","Control"
"1758",3,"Low",2.25,0.55901699,"x50","Control"
"1759",1,"High",2.25,1.47901995,"x50","Control"
"1760",9,"High",13,0,"x50","Control"
"1761",1,"Low",-11.875,1.28086885,"x50","Control"
"1762",15,"Low",4.875,2.34853678,"x50","Control"
"1763",3,"Low",-1.5,3.86490621,"x50","Control"
"1764",9,"Low",7.83333333,1.32811479,"x50","Control"
"1765",1,"High",-1.875,0.91001374,"x50","Control"
"1766",5,"Low",1.25,3.79967104,"x50","Control"
"1767",15,"High",13,0,"x50","Control"
"1768",5,"High",13,0,"x50","Control"
"1769",9,"High",13,0,"x50","Control"
"1770",3,"High",13,0,"x50","Control"
"1771",5,"High",6.875,2.96067982,"x50","Control"
"1772",3,"Low",-1.625,2.30827316,"x50","Control"
"1773",1,"High",13,0,"x50","Control"
"1774",3,"High",13,0,"x50","Control"
"1775",1,"Low",-2.875,0.71807033,"x50","Control"
"1776",5,"Low",13,0,"x50","Control"
"1777",9,"High",13,0,"x50","Control"
"1778",15,"High",13,0,"x50","Control"
"1779",9,"Low",3.875,1.875,"x50","Control"
"1780",15,"Low",2.75,1.62018517,"x50","Control"
"1781",1,"Low",-16.75,1.62018517,"x50","Control"
"1782",15,"High",13,0,"x50","Control"
"1783",1,"High",-2.25,1.47901995,"x50","Control"
"1784",9,"Low",2.375,0.375,"x50","Control"
"1785",5,"High",-0.5,1.11803399,"x50","Control"
"1786",3,"Low",-2.375,0.80039053,"x50","Control"
"1787",9,"High",13,0,"x50","Control"
"1788",5,"Low",0.75,1.03077641,"x50","Control"
"1789",3,"High",-0.125,0.5153882,"x50","Control"
"1790",15,"Low",-0.625,1.875,"x50","Control"
"1791",1,"High",-6.875,0.6731456,"x50","Control"
"1792",15,"High",13,0,"x50","Control"
"1793",5,"Low",1,1.19895788,"x50","Control"
"1794",3,"High",2.25,0.93541435,"x50","Control"
"1795",15,"Low",2.5,0.93541435,"x50","Control"
"1796",9,"High",9.625,0.375,"x50","Control"
"1797",5,"High",1,2.65753645,"x50","Control"
"1798",9,"Low",2,3.06186218,"x50","Control"
"1799",3,"Low",-4.25,1.03077641,"x50","Control"
"1800",1,"Low",-13.625,0.5153882,"x50","Control"
"1801",5,"High",-1.375,1.66301684,"x50","Control"
"1802",3,"Low",-6.75,0.55901699,"x50","Control"
"1803",15,"Low",1.5,0.8291562,"x50","Control"
"1804",3,"High",-4,2.73861279,"x50","Control"
"1805",1,"High",1.875,1.32876823,"x50","Control"
"1806",9,"High",7.75,0.8660254,"x50","Control"
"1807",9,"Low",-4.875,0.80039053,"x50","Control"
"1808",5,"Low",0,0.55901699,"x50","Control"
"1809",1,"Low",-14,0.93541435,"x50","Control"
"1810",15,"High",13,0,"x50","Control"
"1811",15,"Low",8.29166667,2.0686986,"x50","Control"
"1812",1,"High",-4.25,1.3462912,"x50","Control"
"1813",1,"Low",-13.25,1.03077641,"x50","Control"
"1814",3,"Low",0.5,1.06066017,"x50","Control"
"1815",15,"High",0.625,2.42706098,"x50","Control"
"1816",5,"High",3.875,2.96067982,"x50","Control"
"1817",3,"High",3.375,1.17924764,"x50","Control"
"1818",9,"High",13,0,"x50","Control"
"1819",9,"Low",-4.75,2.33184476,"x50","Control"
"1820",5,"Low",-0.75,0.70710678,"x50","Control"
"1821",3,"Low",-1.375,0.375,"x50","Control"
"1822",1,"Low",-16,0.75,"x50","Control"
"1823",1,"High",-5.75,1.3462912,"x50","Control"
"1824",15,"High",13,0,"x50","Control"
"1825",15,"Low",1.125,3.0129927,"x50","Control"
"1826",5,"Low",-9.375,0.80039053,"x50","Control"
"1827",9,"High",3.5,1.5612495,"x50","Control"
"1828",5,"High",9.5,0.55901699,"x50","Control"
"1829",3,"High",7.375,0.5153882,"x50","Control"
"1830",9,"Low",-2.25,1.96850197,"x50","Control"
"1831",3,"High",4.125,0.80039053,"x50","Control"
"1832",5,"Low",-7.25,1.60078106,"x50","Control"
"1833",9,"Low",-4.75,2.25,"x50","Control"
"1834",1,"Low",-12,1.27475488,"x50","Control"
"1835",3,"Low",0,0.55901699,"x50","Control"
"1836",5,"High",-0.5,0.93541435,"x50","Control"
"1837",1,"High",-6.625,2.69548233,"x50","Control"
"1838",15,"Low",3,1.11803399,"x50","Control"
"1839",9,"High",3.875,5.24553381,"x50","Control"
"1840",15,"High",13,0,"x50","Control"
"1841",5,"Low",-2.125,2.23955911,"x50","Control"
"1842",15,"High",13,0,"x50","Control"
"1843",1,"High",-4.375,1.03832798,"x50","Control"
"1844",5,"High",13,0,"x50","Control"
"1845",15,"Low",0.5,0.61237244,"x50","Control"
"1846",9,"High",-3.25,1.43614066,"x50","Control"
"1847",3,"High",-1.25,0.55901699,"x50","Control"
"1848",1,"Low",-17.75,1.11803399,"x50","Control"
"1849",3,"Low",-3,1.47901995,"x50","Control"
"1850",9,"Low",-8.75,0.93541435,"x50","Control"
"1851",1,"High",-1.875,1.70018381,"x51","Control"
"1852",5,"High",13,0,"x51","Control"
"1853",3,"High",-2.125,0.71807033,"x51","Control"
"1854",15,"High",13,0,"x51","Control"
"1855",3,"Low",3.5,0.61237244,"x51","Control"
"1856",9,"High",8.625,1.32876823,"x51","Control"
"1857",15,"Low",5,0.61237244,"x51","Control"
"1858",1,"Low",-7,0.96824584,"x51","Control"
"1859",5,"Low",2,1.62018517,"x51","Control"
"1860",9,"Low",3.125,0.71807033,"x51","Control"
"1861",9,"Low",-2.25,2.35849528,"x51","Control"
"1862",1,"High",-3.125,0.80039053,"x51","Control"
"1863",3,"Low",-3.25,0.61237244,"x51","Control"
"1864",1,"Low",-11.375,0.80039053,"x51","Control"
"1865",15,"High",0.70833333,4.27545482,"x51","Control"
"1866",9,"High",13,0,"x51","Control"
"1867",5,"High",-0.25,2.63391344,"x51","Control"
"1868",5,"Low",-1.375,1.28086885,"x51","Control"
"1869",15,"Low",5.875,1.46308749,"x51","Control"
"1870",3,"High",-6.375,2.98171511,"x51","Control"
"1871",1,"High",-9.125,1.32876823,"x51","Control"
"1872",1,"Low",-9,0.55901699,"x51","Control"
"1873",3,"High",-3.875,0.91001374,"x51","Control"
"1874",15,"Low",3,0.93541435,"x51","Control"
"1875",5,"High",-2.5,1.43614066,"x51","Control"
"1876",9,"Low",4,0.93541435,"x51","Control"
"1877",5,"Low",6.5,0.61237244,"x51","Control"
"1878",15,"High",13,0,"x51","Control"
"1879",3,"Low",0,0.55901699,"x51","Control"
"1880",9,"High",9.25,0.61237244,"x51","Control"
"1881",3,"Low",-4,1.43614066,"x51","Control"
"1882",1,"Low",-8.5,1.43614066,"x51","Control"
"1883",15,"High",6.625,1.32876823,"x51","Control"
"1884",15,"Low",4,0.75,"x51","Control"
"1885",1,"High",-7.375,0.375,"x51","Control"
"1886",5,"Low",-0.375,0.80039053,"x51","Control"
"1887",9,"High",13,0,"x51","Control"
"1888",9,"Low",3.5,0.61237244,"x51","Control"
"1889",5,"High",2,1.29903811,"x51","Control"
"1890",3,"High",2.625,1.00778222,"x51","Control"
"1891",1,"High",-6.875,0.6731456,"x51","Control"
"1892",9,"Low",-6.5,3.082207,"x51","Control"
"1893",1,"Low",-13.625,0.80039053,"x51","Control"
"1894",15,"Low",5.375,0.9437293,"x51","Control"
"1895",5,"Low",-1,0.61237244,"x51","Control"
"1896",3,"High",3.375,2.00390244,"x51","Control"
"1897",15,"High",-0.375,2.85317805,"x51","Control"
"1898",9,"High",13,0,"x51","Control"
"1899",5,"High",7.625,2.85317805,"x51","Control"
"1900",3,"Low",-11.125,0.375,"x51","Control"
"1901",5,"Low",-2.75,0.55901699,"x51","Control"
"1902",1,"High",-9.75,1.41421356,"x51","Control"
"1903",15,"High",13,0,"x51","Control"
"1904",9,"High",7.5,0.93541435,"x51","Control"
"1905",3,"High",1.125,1.17924764,"x51","Control"
"1906",5,"High",13,0,"x51","Control"
"1907",3,"Low",-6.75,2.79508497,"x51","Control"
"1908",1,"Low",-16.75,0.75,"x51","Control"
"1909",15,"Low",3.375,1.58607219,"x51","Control"
"1910",9,"Low",-5.875,1.48429276,"x51","Control"
"1911",9,"Low",-9.5,0.93541435,"x51","Control"
"1912",5,"High",-6.75,0.93541435,"x51","Control"
"1913",1,"High",-3.125,0.5153882,"x51","Control"
"1914",1,"Low",-14.5,0.96824584,"x51","Control"
"1915",15,"High",8.41666667,1.57233019,"x51","Control"
"1916",5,"Low",-9.625,1.125,"x51","Control"
"1917",3,"Low",-10.25,0.8291562,"x51","Control"
"1918",15,"Low",3.375,0.80039053,"x51","Control"
"1919",9,"High",8.08333333,1.33593496,"x51","Control"
"1920",3,"High",-7.25,1.11803399,"x51","Control"
"1921",15,"High",1.875,1.58607219,"x51","Control"
"1922",5,"Low",-0.5,0.70710678,"x51","Control"
"1923",9,"Low",0.5,0.96824584,"x51","Control"
"1924",3,"Low",-6.75,0.55901699,"x51","Control"
"1925",9,"High",0.5,1.06066017,"x51","Control"
"1926",1,"Low",-17.125,1.03832798,"x51","Control"
"1927",3,"High",-10.5,1.11803399,"x51","Control"
"1928",1,"High",-6.625,1.875,"x51","Control"
"1929",5,"High",2.125,1.52581945,"x51","Control"
"1930",15,"Low",-3.875,2.7866871,"x51","Control"
"1931",9,"Low",-4.625,0.6731456,"x51","Control"
"1932",9,"High",5.75,0.96824584,"x51","Control"
"1933",5,"High",-4.25,0.8291562,"x51","Control"
"1934",1,"High",-5.5,1.29903811,"x51","Control"
"1935",1,"Low",-16.75,0.96824584,"x51","Control"
"1936",15,"Low",-0.25,0.96824584,"x51","Control"
"1937",3,"Low",-10,1.36930639,"x51","Control"
"1938",3,"High",-1.875,0.6731456,"x51","Control"
"1939",15,"High",9.08333333,0.65616732,"x51","Control"
"1940",5,"Low",-3.375,0.80039053,"x51","Control"
"1941",3,"High",-8.25,0.55901699,"x51","Control"
"1942",15,"Low",-2.875,1.28086885,"x51","Control"
"1943",9,"Low",-5.75,2.58602011,"x51","Control"
"1944",1,"Low",-15.875,0.80039053,"x51","Control"
"1945",5,"High",-2.25,1.82002747,"x51","Control"
"1946",5,"Low",-4.5,0.55901699,"x51","Control"
"1947",15,"High",5.25,1.3462912,"x51","Control"
"1948",1,"High",-2.5,1.93649167,"x51","Control"
"1949",9,"High",8.25,1.11803399,"x51","Control"
"1950",3,"Low",-5.625,0.6731456,"x51","Control"
"1951",5,"Low",-4.5,0.8291562,"x51","Control"
"1952",5,"High",1.875,0.80039053,"x51","Control"
"1953",3,"Low",-4.125,0.80039053,"x51","Control"
"1954",15,"High",13,0,"x51","Control"
"1955",3,"High",-5.75,1.11803399,"x51","Control"
"1956",9,"Low",-1.125,0.80039053,"x51","Control"
"1957",15,"Low",-0.375,0.80039053,"x51","Control"
"1958",5,"High",4.75,0.55901699,"x52","Control"
"1959",3,"Low",-6,1.19895788,"x52","Control"
"1960",1,"Low",-9.125,2.00390244,"x52","Control"
"1961",15,"High",13,0,"x52","Control"
"1962",15,"Low",3.5,3.03108891,"x52","Control"
"1963",1,"High",-1,0.96824584,"x52","Control"
"1964",9,"Low",-1.25,0.8291562,"x52","Control"
"1965",3,"High",-0.75,1.19895788,"x52","Control"
"1966",9,"High",6.20833333,1.83380676,"x52","Control"
"1967",5,"Low",-2,0.8291562,"x52","Control"
"1968",1,"Low",-13,0.96824584,"x52","Control"
"1969",3,"Low",-5.5,1.93649167,"x52","Control"
"1970",9,"High",6.95833333,1.79940191,"x52","Control"
"1971",15,"Low",-2.5,2.44948974,"x52","Control"
"1972",15,"High",5.875,0.80039053,"x52","Control"
"1973",1,"High",-5.25,2.43669859,"x52","Control"
"1974",9,"Low",-8.625,1.70018381,"x52","Control"
"1975",3,"High",-5.125,1.03832798,"x52","Control"
"1976",5,"Low",-1.75,1.5,"x52","Control"
"1977",5,"High",6.125,0.83852549,"x52","Control"
"1978",1,"Low",-11,0.93541435,"x52","Control"
"1979",1,"High",-1.5,2.10653744,"x52","Control"
"1980",3,"High",-5.5,0.61237244,"x52","Control"
"1981",15,"Low",-5,0.55901699,"x52","Control"
"1982",5,"High",3.25,2.58602011,"x52","Control"
"1983",9,"Low",-10,0.96824584,"x52","Control"
"1984",5,"Low",-2.125,0.9437293,"x52","Control"
"1985",9,"High",1.375,1.80710404,"x52","Control"
"1986",3,"Low",-5.75,1.76776695,"x52","Control"
"1987",15,"High",13,0,"x52","Control"
"1988",3,"Low",-4.25,1.11803399,"x52","Control"
"1989",15,"Low",0,1.41421356,"x52","Control"
"1990",15,"High",13,0,"x52","Control"
"1991",9,"High",2.375,2.89665756,"x52","Control"
"1992",1,"High",-5.875,1.41972709,"x52","Control"
"1993",5,"Low",-8,1.6583124,"x52","Control"
"1994",3,"High",-1.75,1.43614066,"x52","Control"
"1995",9,"Low",-10.75,0.96824584,"x52","Control"
"1996",5,"High",5.75,0.8660254,"x52","Control"
"1997",1,"Low",-13.375,0.71807033,"x52","Control"
"1998",5,"High",-3.125,4.52941773,"x52","Control"
"1999",3,"Low",-6.875,0.5153882,"x52","Control"
"2000",15,"High",13,0,"x52","Control"
"2001",1,"High",-2.375,0.91001374,"x52","Control"
"2002",9,"Low",-10.375,1.71846589,"x52","Control"
"2003",1,"Low",-13.75,2.20794022,"x52","Control"
"2004",3,"High",-5.625,0.5153882,"x52","Control"
"2005",5,"Low",-3,0.70710678,"x52","Control"
"2006",9,"High",-0.75,0.55901699,"x52","Control"
"2007",15,"Low",-5.5,0.61237244,"x52","Control"
"2008",9,"High",3.75,1.27475488,"x52","Control"
"2009",5,"Low",-1.875,0.80039053,"x52","Control"
"2010",1,"Low",-19.375,0.375,"x52","Control"
"2011",3,"High",-4.875,2.46538537,"x52","Control"
"2012",15,"High",13,0,"x52","Control"
"2013",1,"High",-0.75,1.47901995,"x52","Control"
"2014",15,"Low",-4.25,0.55901699,"x52","Control"
"2015",5,"High",1.125,2.57694102,"x52","Control"
"2016",3,"Low",-5.25,0.70710678,"x52","Control"
"2017",9,"Low",-9.125,0.80039053,"x52","Control"
"2018",5,"Low",-5.125,1.28086885,"x52","Control"
"2019",15,"Low",-4.75,1.06066017,"x52","Control"
"2020",3,"High",6.125,0.375,"x52","Control"
"2021",5,"High",13,0,"x52","Control"
"2022",9,"Low",-9.25,0.96824584,"x52","Control"
"2023",9,"High",13,0,"x52","Control"
"2024",1,"High",4.125,0.80039053,"x52","Control"
"2025",15,"High",13,0,"x52","Control"
"2026",3,"Low",-6.25,1.5612495,"x52","Control"
"2027",1,"Low",-8.875,0.375,"x52","Control"
"2028",3,"High",-5.75,1.27475488,"x52","Control"
"2029",15,"High",8,0.8291562,"x52","Control"
"2030",5,"High",-8.5,0.96824584,"x52","Control"
"2031",5,"Low",-8.75,1.27475488,"x52","Control"
"2032",1,"Low",-10.875,0.80039053,"x52","Control"
"2033",9,"Low",-13.875,0.80039053,"x52","Control"
"2034",3,"Low",-5.875,0.71807033,"x52","Control"
"2035",1,"High",-2.75,0.70710678,"x52","Control"
"2036",9,"High",3.25,4.99374609,"x52","Control"
"2037",15,"Low",-2.75,1.03077641,"x52","Control"
"2038",15,"High",9.625,0.375,"x52","Control"
"2039",1,"Low",-13.625,1.25623445,"x52","Control"
"2040",9,"High",13,0,"x52","Control"
"2041",5,"High",8.625,0.80039053,"x53","Control"
"2042",1,"Low",-11,0.70710678,"x53","Control"
"2043",3,"High",-3.125,1.70018381,"x53","Control"
"2044",9,"High",13,0,"x53","Control"
"2045",15,"High",1.95833333,5.48371959,"x53","Control"
"2046",15,"Low",2.125,3.50223143,"x53","Control"
"2047",9,"Low",13,0,"x53","Control"
"2048",1,"High",-0.625,0.9437293,"x53","Control"
"2049",3,"Low",-2.5,1.93649167,"x53","Control"
"2050",5,"Low",5.125,0.80039053,"x53","Control"
"2051",5,"Low",-4,1.43614066,"x53","Control"
"2052",5,"High",4,1.6583124,"x53","Control"
"2053",3,"High",0.25,1.5411035,"x53","Control"
"2054",1,"High",5.375,0.9437293,"x53","Control"
"2055",9,"Low",-9,1.71391365,"x53","Control"
"2056",1,"Low",-11.25,0.55901699,"x53","Control"
"2057",15,"High",13,0,"x53","Control"
"2058",15,"Low",1.125,1.58607219,"x53","Control"
"2059",3,"Low",-5.125,0.375,"x53","Control"
"2060",9,"High",13,0,"x53","Control"
"2061",9,"High",13,0,"x53","Control"
"2062",5,"High",13,0,"x53","Control"
"2063",3,"High",-2.875,2.89665756,"x53","Control"
"2064",3,"Low",-4.5,1.60078106,"x53","Control"
"2065",15,"High",13,0,"x53","Control"
"2066",1,"High",-0.875,3.68485074,"x53","Control"
"2067",5,"Low",13,0,"x53","Control"
"2068",1,"Low",-9.125,0.80039053,"x53","Control"
"2069",9,"Low",-8.75,2.39791576,"x53","Control"
"2070",15,"Low",5.375,1.66301684,"x53","Control"
"2071",5,"Low",-2.625,2.30827316,"x53","Control"
"2072",9,"Low",-8.625,1.25623445,"x53","Control"
"2073",1,"Low",-11.75,0.55901699,"x53","Control"
"2074",3,"Low",-9,0.93541435,"x53","Control"
"2075",1,"High",-3.625,2.11024288,"x53","Control"
"2076",15,"Low",-4,2.20794022,"x53","Control"
"2077",9,"High",13,0,"x53","Control"
"2078",3,"High",-1.125,1.17924764,"x53","Control"
"2079",5,"High",1.125,1.17924764,"x53","Control"
"2080",15,"High",13,0,"x53","Control"
"2081",1,"High",7.5,0.8291562,"x53","Control"
"2082",9,"High",13,0,"x53","Control"
"2083",15,"Low",2.25,2.47487373,"x53","Control"
"2084",3,"High",6.45833333,3.44727147,"x53","Control"
"2085",15,"High",13,0,"x53","Control"
"2086",1,"Low",-9,0.55901699,"x53","Control"
"2087",5,"High",13,0,"x53","Control"
"2088",5,"Low",-2.375,0.80039053,"x53","Control"
"2089",9,"Low",-8.5,1.78535711,"x53","Control"
"2090",3,"Low",-4.75,1.29903811,"x53","Control"
"2091",1,"High",-2.625,1.09687055,"x53","Control"
"2092",9,"Low",-9.375,2.00390244,"x53","Control"
"2093",15,"High",13,0,"x53","Control"
"2094",15,"Low",2.625,3.85883726,"x53","Control"
"2095",3,"Low",-4.5,1.19895788,"x53","Control"
"2096",5,"High",0.5,1.98431348,"x53","Control"
"2097",9,"High",6.875,3.2040014,"x53","Control"
"2098",3,"High",2,1.29903811,"x53","Control"
"2099",5,"Low",-3.75,2.10653744,"x53","Control"
"2100",1,"Low",-11.875,1.125,"x53","Control"
"2101",1,"High",-4,1.29903811,"x53","Control"
"2102",3,"Low",-3.125,0.80039053,"x53","Control"
"2103",1,"Low",-14.375,1.80710404,"x53","Control"
"2104",15,"Low",1.5,2.06155281,"x53","Control"
"2105",5,"Low",-9.25,2.52487623,"x53","Control"
"2106",5,"High",-1.25,0.55901699,"x53","Control"
"2107",3,"High",-5.5,1.22474487,"x53","Control"
"2108",9,"Low",-4.375,2.15421099,"x53","Control"
"2109",15,"High",13,0,"x53","Control"
"2110",9,"High",13,0,"x53","Control"
"2111",3,"High",3.75,1.11803399,"x53","Control"
"2112",15,"Low",-1.875,0.80039053,"x53","Control"
"2113",9,"High",13,0,"x53","Control"
"2114",5,"High",13,0,"x53","Control"
"2115",1,"Low",-6.625,1.875,"x53","Control"
"2116",5,"Low",-6.5,1.87082869,"x53","Control"
"2117",9,"Low",-7.125,2.64870251,"x53","Control"
"2118",15,"High",13,0,"x53","Control"
"2119",1,"High",3.125,1.48429276,"x53","Control"
"2120",3,"Low",-3.875,0.80039053,"x53","Control"
"2121",5,"High",9.54166667,0.48769583,"x53","Control"
"2122",3,"Low",-0.75,2.27760839,"x53","Control"
"2123",1,"High",-2.25,2.31840462,"x53","Control"
"2124",1,"Low",-5.875,0.9437293,"x53","Control"
"2125",15,"High",13,0,"x53","Control"
"2126",9,"High",13,0,"x53","Control"
"2127",9,"Low",-7.5,0.93541435,"x53","Control"
"2128",3,"High",8.66666667,1.25554326,"x53","Control"
"2129",15,"Low",-4.625,1.03832798,"x53","Control"
"2130",5,"Low",-7.125,0.5153882,"x53","Control"
"2131",9,"High",13,0,"x53","Control"
"2132",9,"Low",-10.5,1.76776695,"x53","Control"
"2133",15,"Low",-0.625,2.23955911,"x53","Control"
"2134",5,"High",8.29166667,1.04499468,"x53","Control"
"2135",5,"Low",-7,3.15238005,"x53","Control"
"2136",3,"High",5.25,0.55901699,"x53","Control"
"2137",1,"Low",-11.25,1.71391365,"x53","Control"
"2138",3,"Low",0.625,0.80039053,"x53","Control"
"2139",15,"High",2.45833333,3.60386559,"x53","Control"
"2140",1,"High",-9.125,1.17924764,"x53","Control"
"2141",9,"High",13,0,"x53","Control"
"2142",9,"Low",-11.75,1.6583124,"x53","Control"
"2143",5,"High",3,2.06155281,"x53","Control"
"2144",15,"High",13,0,"x53","Control"
"2145",15,"Low",0,1.96850197,"x53","Control"
"2146",1,"Low",-8.375,2.34853678,"x53","Control"
"2147",3,"Low",-5.25,0.93541435,"x53","Control"
"2148",1,"High",-6.625,0.71807033,"x53","Control"
"2149",3,"High",-3.5,2.31840462,"x53","Control"
"2150",5,"Low",-3.375,1.25623445,"x53","Control"
"2151",3,"High",-1.25,1.27475488,"x53","Control"
"2152",5,"Low",-1.5,2.23606798,"x53","Control"
"2153",15,"Low",-0.625,1.48429276,"x53","Control"
"2154",15,"High",13,0,"x53","Control"
"2155",3,"Low",-7.625,1.46308749,"x54","Control"
"2156",5,"High",-0.625,0.71807033,"x54","Control"
"2157",9,"Low",-4.625,4.92601512,"x54","Control"
"2158",15,"Low",-5.25,1.03077641,"x54","Control"
"2159",1,"High",-0.25,1.62018517,"x54","Control"
"2160",9,"High",13,0,"x54","Control"
"2161",3,"High",2.75,1.5612495,"x54","Control"
"2162",1,"Low",-8.625,1.25623445,"x54","Control"
"2163",5,"Low",1.75,2.01556444,"x54","Control"
"2164",15,"High",4.625,3.31897951,"x54","Control"
"2165",15,"High",-6,1.03077641,"x54","Control"
"2166",9,"Low",-3.125,1.32876823,"x54","Control"
"2167",5,"Low",-2.375,1.00778222,"x54","Control"
"2168",3,"High",-7.375,2.69548233,"x54","Control"
"2169",15,"Low",-5.375,3.76040224,"x54","Control"
"2170",1,"High",-2.25,1.47901995,"x54","Control"
"2171",5,"High",8.125,1.32876823,"x54","Control"
"2172",9,"High",-2,2.89395923,"x54","Control"
"2173",3,"Low",0.875,1.41972709,"x54","Control"
"2174",1,"Low",-3.125,1.80710404,"x54","Control"
"2175",5,"High",1.625,2.28103595,"x54","Control"
"2176",9,"High",6.625,0.80039053,"x54","Control"
"2177",3,"High",1.25,1.36930639,"x54","Control"
"2178",15,"High",13,0,"x54","Control"
"2179",5,"Low",7.54166667,1.33398422,"x54","Control"
"2180",15,"Low",-2.625,1.58607219,"x54","Control"
"2181",1,"High",-7.5,0.70710678,"x54","Control"
"2182",3,"Low",-4.5,1.03077641,"x54","Control"
"2183",1,"Low",-6.75,0.8291562,"x54","Control"
"2184",9,"Low",-2.75,2.15058132,"x54","Control"
"2185",3,"Low",-1.125,1.70018381,"x54","Control"
"2186",1,"Low",-0.25,0.96824584,"x54","Control"
"2187",1,"High",-6.75,0.8291562,"x54","Control"
"2188",5,"Low",1.75,1.73205081,"x54","Control"
"2189",15,"Low",-3.375,6.08404676,"x54","Control"
"2190",9,"High",-2,3.34477204,"x54","Control"
"2191",15,"High",9.04166667,1.50980591,"x54","Control"
"2192",9,"Low",6.5,1.22474487,"x54","Control"
"2193",3,"High",3.75,1.27475488,"x54","Control"
"2194",5,"High",7.5,0.55901699,"x54","Control"
"2195",5,"Low",-9.75,1.82002747,"x54","Control"
"2196",3,"High",-1,2.93683503,"x54","Control"
"2197",9,"Low",-1.875,2.34853678,"x54","Control"
"2198",5,"High",-4.125,1.80710404,"x54","Control"
"2199",1,"Low",-9.125,2.34853678,"x54","Control"
"2200",15,"High",13,0,"x54","Control"
"2201",1,"High",-7.375,1.28086885,"x54","Control"
